year lat long depth NAFO sfa stratum biomass
2123 299.5 432.5 544.694 3K 6 193 189.951634312602
2124 279.5 364.5 548.6845 3K 6 193 2444.39478710021
2125 297.5 381.5 306.7241 3K 6 193 422.183344351363
2126 298.5 425.5 426.419 3K 6 193 131.187554348929
2127 307.5 427.5 527.0423 3K 6 193 332.49631000977
2128 317.5 423.5 413.9177 3K 6 193 587.193735908091
2129 308.5 406.5 425.6349 3K 6 193 2454.4758410158
2130 291.5 378.5 342.6339 3K 6 193 322.573424827549
2131 305.5 394.5 518.9258 3K 6 193 1426.81685106922
2132 277.5 381.5 453.4437 3K 6 193 748.157295682971
2133 303.5 421.5 390.7589 3K 6 193 1096.9561461558
2134 283.5 395.5 558.5837 3K 6 193 82.2184396902499
2135 280.5 389.5 547.045 3K 6 193 306.773048909016
2136 299.5 432.5 544.694 3K 6 193 211.49110479511
2137 305.5 391.5 426.3554 3K 6 193 904.283457060734
2138 296.5 423.5 540.3507 3K 6 193 198.432815082318
2139 310.5 430.5 485.6931 3K 6 193 190.009775270375
2140 275.5 384.5 548.0394 3K 6 193 1923.21845981521
2141 308.5 406.5 425.6349 3K 6 193 192.080062687217
2142 304.5 418.5 488.8857 3K 6 193 840.367312157179
2143 293.5 434.5 570.4916 3K 6 193 278.272778882124
2144 274.5 355.5 488.306 3K 6 193 603.421005490871
2145 281.5 387.5 445.6833 3K 6 193 1096.50112298924
2146 296.5 400.5 643.3663 3K 6 193 537.283772744894
2147 283.5 368.5 427.8004 3K 6 193 606.31016165554
2148 306.5 405.5 423.1696 3K 6 193 636.274482839495
2149 317.5 427.5 431.3099 3K 6 193 793.469959982639
2150 298.5 434.5 486.0717 3K 6 193 859.227015690213
2151 279.5 362.5 525.8745 3K 6 193 387.980721553525
2152 297.5 399.5 583.2331 3K 6 193 379.627755998187
2153 292.5 387.5 407.3259 3K 6 193 679.74278517646
2154 304.5 433.5 604.0559 3K 6 193 172.933486179246
2155 315.5 433.5 605.9311 3K 6 193 47.2134219503994
2156 303.5 400.5 486.6844 3K 6 193 675.492985579403
2157 298.5 435.5 548.032 3K 6 193 1003.13744170487
2158 303.5 408.5 438.8579 3K 6 193 534.9040526094
2159 288.5 385.5 430.3064 3K 6 193 503.137166564207
2160 303.5 421.5 390.7589 3K 6 193 1009.47591155288
2161 287.5 393.5 515.4193 3K 6 193 467.76773927567
2162 284.5 374.5 479.0069 3K 6 193 499.724677156435
2163 286.5 367.5 396.0746 3K 6 193 2871.22687067655
2164 298.5 402.5 630.5246 3K 6 193 587.459697617247
2165 279.5 363.5 509.8201 3K 6 193 67.2846641167677
2166 303.5 417.5 536.069 3K 6 193 516.086076223059
2167 296.5 398.5 483.2436 3K 6 193 1991.83019528475
2168 315.5 406.5 483.6765 3K 6 193 556.600744457026
2169 302.5 418.5 478.6051 3K 6 193 2168.31069920523
2170 297.5 391.5 287.3361 3K 6 193 2244.21219450728
2171 277.5 367.5 515.09 3K 6 193 589.724473123814
2172 293.5 387.5 275.2794 3K 6 193 1455.18945455428
2173 311.5 416.5 537.4024 3K 6 193 806.127416591093
2174 297.5 384.5 349.9888 3K 6 193 234.093228358022
2175 308.5 416.5 513.4651 3K 6 193 79.5386048221357
2176 283.5 376.5 424.1076 3K 6 193 1042.01947198898
2177 307.5 411.5 470.6091 3K 6 193 1278.4742229036
2178 274.5 355.5 488.306 3K 6 193 562.48774507283
2179 280.5 381.5 456.2451 3K 6 193 954.002594919163
2180 299.5 421.5 439.9557 3K 6 193 664.641882610369
2181 307.5 416.5 488.8029 3K 6 193 326.459579152322
2182 295.5 387.5 335.7981 3K 6 193 1197.8718923697
2183 302.5 428.5 421.6494 3K 6 193 83.6992618323294
2184 277.5 374.5 496.2955 3K 6 193 1508.60024529687
2185 315.5 432.5 577.1048 3K 6 193 416.519925536722
2186 275.5 383.5 526.577 3K 6 193 258.023870256788
2187 294.5 380.5 308.2659 3K 6 193 953.372212263515
2188 299.5 421.5 439.9557 3K 6 193 1102.14246594232
2189 310.5 399.5 501.5275 3K 6 193 767.390603708282
2190 283.5 387.5 481.7736 3K 6 193 686.635274094464
2191 285.5 371.5 436.4987 3K 6 193 2728.36133885442
2192 286.5 368.5 353.5447 3K 6 193 621.289682729607
2193 309.5 429.5 632.9085 3K 6 193 100.319352657058
2194 295.5 391.5 333.8187 3K 6 193 45.9583708821791
2195 275.5 368.5 545.6417 3K 6 193 464.568142983734
2196 301.5 421.5 413.3291 3K 6 193 2274.72079817896
2197 282.5 370.5 396.486 3K 6 193 472.172877029625
2198 273.5 371.5 533.2511 3K 6 193 693.597044803028
2199 306.5 419.5 463.9061 3K 6 193 666.103934202713
2200 311.5 413.5 541.567 3K 6 193 216.36810543253
2201 299.5 418.5 548.9061 3K 6 193 219.837006861793
2202 316.5 409.5 627.9358 3K 6 193 255.808812617188
2203 271.5 356.5 469.3911 3K 6 193 170.103733684246
2204 277.5 375.5 503.7599 3K 6 193 855.246345065491
2205 313.5 434.5 647.6625 3K 6 193 345.872321834513
2206 305.5 420.5 382.025 3K 6 193 554.111706818325
2207 309.5 416.5 585.214 3K 6 193 773.97564288199
2208 314.5 435.5 632.3808 3K 6 193 336.789889080859
2209 288.5 375.5 306.2128 3K 6 193 676.341106328272
2210 297.5 391.5 287.3361 3K 6 193 673.83716528153
2211 290.5 388.5 415.4658 3K 6 193 92.8844291894892
2212 315.5 413.5 565.6827 3K 6 193 80.5069315194321
2213 290.5 387.5 370.5827 3K 6 193 1164.5698554661
2214 316.5 410.5 589.1528 3K 6 193 412.572185139649
2215 296.5 379.5 441.0979 3K 6 193 1286.8294356985
2216 277.5 351.5 523.9185 3K 6 193 1333.13921933425
2217 300.5 416.5 489.8851 3K 6 193 658.341772194306
2218 294.5 397.5 488.7491 3K 6 193 1076.93713900022
2219 291.5 378.5 342.6339 3K 6 193 2041.09573100907
2220 281.5 363.5 420.3231 3K 6 193 1068.80137329373
2221 287.5 384.5 464.5637 3K 6 193 655.148943250982
2222 283.5 362.5 438.907 3K 6 193 288.153817524164
2223 273.5 350.5 492.0284 3K 6 193 201.498474069462
2224 298.5 420.5 590.0097 3K 6 193 344.809928816052
2225 304.5 406.5 468.2056 3K 6 193 57.8381206343768
2226 290.5 393.5 478.9621 3K 6 193 229.91597631309
2227 278.5 359.5 593.9696 3K 6 193 1318.72588586874
2228 294.5 435.5 546.8546 3K 6 193 1413.05463974038
2229 285.5 385.5 433.1727 3K 6 193 1460.46170317577
2230 304.5 390.5 322.2943 3K 6 193 257.362446603245
2231 314.5 429.5 539.2088 3K 6 193 582.162396996357
2232 297.5 438.5 539.2523 3K 6 193 216.543586941637
2233 300.5 434.5 489.8823 3K 6 193 1198.01027702418
2234 313.5 424.5 386.0408 3K 6 193 1844.11802821612
2235 301.5 408.5 410.35 3K 6 193 2114.69666808462
2236 292.5 394.5 418.4757 3K 6 193 564.119330356449
2237 279.5 385.5 461.5069 3K 6 193 1951.74892269225
2238 307.5 426.5 485.6655 3K 6 193 425.529658319549
2239 289.5 368.5 384.2624 3K 6 193 145.46555830148
2240 293.5 388.5 342.9128 3K 6 193 1254.32220301618
2241 297.5 434.5 475.8757 3K 6 193 514.723506439313
2242 318.5 418.5 465.9797 3K 6 193 86.4629861654095
2243 275.5 368.5 545.6417 3K 6 193 1222.57237359802
2244 297.5 390.5 331.3269 3K 6 193 785.223828572928
2245 271.5 368.5 567.8287 3K 6 193 172.264939433962
2246 310.5 425.5 404.1923 3K 6 193 402.3877944469
2247 275.5 379.5 502.3882 3K 6 193 819.927894614936
2248 286.5 373.5 429.8396 3K 6 193 312.783861059963
2249 272.5 366.5 585.0077 3K 6 193 197.325224305292
2250 298.5 428.5 494.7723 3K 6 193 688.865276751917
2251 301.5 400.5 385.3759 3K 6 193 512.458062367431
2252 281.5 376.5 412.5318 3K 6 193 623.310792136786
2253 300.5 438.5 517.6835 3K 6 193 1534.32080243083
2254 302.5 412.5 504.4928 3K 6 193 551.919766194981
2255 290.5 370.5 419.0675 3K 6 193 326.144555240179
2256 275.5 371.5 469.0886 3K 6 193 427.813254367614
2257 306.5 402.5 551.1313 3K 6 193 106.197833018795
2258 290.5 384.5 393.2926 3K 6 193 827.246505850945
2259 283.5 375.5 393.5021 3K 6 193 326.560107508601
2260 280.5 359.5 496.6098 3K 6 193 1199.38504715363
2261 273.5 376.5 582.7948 3K 6 193 431.5035559522
2262 304.5 430.5 580.001 3K 6 193 334.148189481012
2263 297.5 420.5 526.0268 3K 6 193 85.9611087684943
2264 315.5 421.5 482.3928 3K 6 193 79.2140338478568
2265 315.5 433.5 605.9311 3K 6 193 191.645078873945
2266 296.5 429.5 509.686 3K 6 193 914.05703560983
2267 276.5 367.5 560.3476 3K 6 193 153.841505534583
2268 309.5 414.5 533.4515 3K 6 193 520.824366189221
2269 294.5 391.5 393.757 3K 6 193 503.044569435603
2270 303.5 433.5 601.9066 3K 6 193 1030.54371868275
2271 271.5 352.5 529.4363 3K 6 193 132.454450028478
2272 294.5 432.5 482.0112 3K 6 193 262.491909410172
2273 290.5 372.5 365.5751 3K 6 193 326.454544507085
2274 295.5 434.5 488.4752 3K 6 193 558.0691645216
2275 300.5 391.5 289.1866 3K 6 193 193.920924407896
2276 289.5 394.5 433.9287 3K 6 193 351.675865860282
2277 282.5 386.5 435.5504 3K 6 193 560.618969953901
2278 280.5 359.5 496.6098 3K 6 193 206.597135956152
2279 285.5 375.5 380.5114 3K 6 193 788.145120498036
2280 288.5 371.5 406.7126 3K 6 193 408.827758255788
2281 299.5 429.5 530.4966 3K 6 193 834.012471952383
2282 291.5 384.5 296.5303 3K 6 193 1964.31539434352
2283 302.5 396.5 395.1888 3K 6 193 1704.29821522783
2284 298.5 403.5 524.0297 3K 6 193 475.110762206909
2285 292.5 377.5 292.5469 3K 6 193 1554.12919188662
2286 306.5 397.5 484.0387 3K 6 193 142.723907469461
2287 306.5 420.5 467.8768 3K 6 193 456.776032547855
2288 311.5 408.5 491.2947 3K 6 193 1076.82233361018
2289 309.5 408.5 532.7295 3K 6 193 1146.79921486393
2290 284.5 394.5 546.0244 3K 6 193 302.841781918459
2291 279.5 391.5 534.7831 3K 6 193 1875.02893076841
2292 278.5 354.5 547.512 3K 6 193 791.242094001911
2293 300.5 411.5 603.3218 3K 6 193 833.84026859215
2294 287.5 395.5 510.9519 3K 6 193 1120.26710021708
2295 308.5 424.5 496.263 3K 6 193 758.08040699782
2296 312.5 422.5 467.6383 3K 6 193 1535.899324875
2297 314.5 420.5 410.1954 3K 6 193 629.478920513526
2298 306.5 399.5 541.5714 3K 6 193 115.455642666882
2299 291.5 393.5 371.1012 3K 6 193 699.599461602704
2300 277.5 367.5 515.09 3K 6 193 271.632980736088
2301 316.5 423.5 374.2204 3K 6 193 535.542624387315
2302 295.5 431.5 464.6862 3K 6 193 582.5683444411
2303 270.5 367.5 489.0767 3K 6 193 242.407302462994
2304 300.5 412.5 572.3752 3K 6 193 169.44970293657
2305 296.5 387.5 306.2729 3K 6 193 1933.58304603391
2306 318.5 421.5 510.4734 3K 6 193 1293.1004664271
2307 270.5 357.5 587.6515 3K 6 193 760.533537904768
2308 296.5 423.5 540.3507 3K 6 193 270.29949088212
2309 285.5 374.5 393.437 3K 6 193 510.960689344095
2310 295.5 433.5 511.738 3K 6 193 501.03634359981
2311 277.5 381.5 453.4437 3K 6 193 192.853395036722
2312 309.5 429.5 632.9085 3K 6 193 118.125765698871
2313 276.5 371.5 479.5636 3K 6 193 484.287112130642
2314 275.5 366.5 592.9724 3K 6 193 433.16053225857
2315 306.5 404.5 504.2986 3K 6 193 439.718698800151
2316 269.5 356.5 493.5363 3K 6 193 340.181976621513
2317 296.5 422.5 561.8668 3K 6 193 436.839651353328
2318 284.5 371.5 392.5834 3K 6 193 511.879262845471
2319 272.5 368.5 581.5352 3K 6 193 375.292589841028
2320 305.5 401.5 526.2037 3K 6 193 645.265334665712
2321 318.5 418.5 465.9797 3K 6 193 460.992661645001
2322 273.5 357.5 518.0284 3K 6 193 24.2630081129742
2323 296.5 389.5 323.2005 3K 6 193 194.934667117969
2324 290.5 392.5 490.6933 3K 6 193 342.827028808111
2325 282.5 372.5 469.7293 3K 6 193 265.725013106412
2326 297.5 384.5 349.9888 3K 6 193 1505.12343769477
2327 300.5 409.5 539.6817 3K 6 193 269.695939240142
2328 301.5 411.5 544.6745 3K 6 193 811.796723412203
2329 294.5 386.5 357.2219 3K 6 193 1022.87441535646
2330 276.5 386.5 513.9966 3K 6 193 490.365111831288
2331 276.5 376.5 538.7096 3K 6 193 494.562069543958
2332 291.5 396.5 499.7152 3K 6 193 198.636609450181
2333 286.5 374.5 324.3003 3K 6 193 207.357636344345
2334 307.5 407.5 360.8878 3K 6 193 479.219653247158
2335 303.5 398.5 478.3649 3K 6 193 546.599044432941
2336 304.5 396.5 492.605 3K 6 193 341.076993640729
2337 305.5 423.5 471.7353 3K 6 193 401.913390467387
2338 282.5 373.5 425.1341 3K 6 193 1379.19829901813
2339 274.5 359.5 459.6929 3K 6 193 1048.27534977162
2340 276.5 351.5 518.5249 3K 6 193 128.180757213885
2341 310.5 430.5 485.6931 3K 6 193 422.225280920461
2342 316.5 432.5 572.514 3K 6 193 118.361265578107
2343 296.5 398.5 483.2436 3K 6 193 1424.75354252933
2344 272.5 354.5 493.0724 3K 6 193 1703.27409346955
2345 294.5 432.5 482.0112 3K 6 193 129.069763626066
2346 274.5 354.5 496.9377 3K 6 193 517.307725315416
2347 300.5 420.5 490.8675 3K 6 193 581.632717984554
2348 288.5 386.5 448.2691 3K 6 193 730.890427583626
2349 302.5 410.5 531.7658 3K 6 193 160.571878332725
2350 276.5 382.5 522.7117 3K 6 193 90.3939530857282
2351 291.5 372.5 353.1195 3K 6 193 1047.93435842949
2352 274.5 356.5 484.9089 3K 6 193 479.688610035798
2353 309.5 401.5 461.1745 3K 6 193 227.726444828605
2354 287.5 369.5 321.5873 3K 6 193 753.747073599277
2355 294.5 393.5 421.2713 3K 6 193 2300.96051856479
2356 305.5 407.5 527.9439 3K 6 193 254.030565155623
2357 277.5 352.5 554.9586 3K 6 193 111.568676800664
2358 277.5 388.5 603.2861 3K 6 193 1083.1890765788
2359 282.5 395.5 524.2278 3K 6 193 1214.4122633265
2360 279.5 366.5 512.6939 3K 6 193 122.780354234468
2361 276.5 352.5 494.894 3K 6 193 237.062889677247
2362 314.5 421.5 406.5531 3K 6 193 451.524454971086
2363 282.5 363.5 409.8833 3K 6 193 961.22095909677
2364 286.5 364.5 353.9487 3K 6 193 895.801913362759
2365 269.5 355.5 581.7472 3K 6 193 2020.42384220729
2366 303.5 388.5 263.9513 3K 6 193 2617.52154354534
2367 318.5 425.5 375.5029 3K 6 193 156.686936528406
2368 319.5 418.5 550.9467 3K 6 193 206.347123713185
2369 299.5 392.5 344.7752 3K 6 193 882.497784527843
2370 298.5 432.5 486.6334 3K 6 193 1099.38389718203
2371 293.5 393.5 375.9282 3K 6 193 515.382212109713
2372 278.5 390.5 495.741 3K 6 193 875.679334252631
2373 283.5 377.5 405.6449 3K 6 193 1016.49825681742
2374 277.5 388.5 603.2861 3K 6 193 834.264056757055
2375 299.5 422.5 438.6023 3K 6 193 345.05688829497
2376 274.5 383.5 545.2605 3K 6 193 471.381538721005
2377 300.5 431.5 496.7137 3K 6 193 1621.37823235714
2378 278.5 358.5 560.8459 3K 6 193 735.263383166513
2379 296.5 378.5 383.8888 3K 6 193 716.777323342695
2380 299.5 416.5 580.4928 3K 6 193 585.688545040825
2381 272.5 354.5 493.0724 3K 6 193 160.422800765371
2382 301.5 420.5 420.8927 3K 6 193 313.168461754129
2383 310.5 418.5 406.1884 3K 6 193 450.263044204279
2384 300.5 419.5 530.0206 3K 6 193 528.037997633953
2385 310.5 413.5 615.4343 3K 6 193 85.8900729826443
2386 289.5 384.5 299.7857 3K 6 193 5171.72664968734
2387 313.5 408.5 506.6552 3K 6 193 479.706765666784
2388 289.5 390.5 448.5332 3K 6 193 669.756571727926
2389 307.5 395.5 532.0005 3K 6 193 496.284200574885
2390 295.5 377.5 343.0145 3K 6 193 1343.21495948172
2391 314.5 415.5 581.041 3K 6 193 252.594780519451
2392 317.5 421.5 512.5224 3K 6 193 414.126651497704
2393 304.5 402.5 535.3285 3K 6 193 149.257605660695
2394 275.5 352.5 597.1388 3K 6 193 121.233860856953
2395 302.5 422.5 458.0971 3K 6 193 389.436565588317
2396 314.5 410.5 585.442 3K 6 193 564.343252775256
2397 302.5 413.5 457.1467 3K 6 193 1219.15650616068
2398 318.5 423.5 475.3019 3K 6 193 1228.39469829704
2399 281.5 393.5 551.4435 3K 6 193 112.733681169232
2400 306.5 413.5 526.2606 3K 6 193 537.546444604147
2401 312.5 419.5 413.0532 3K 6 193 1334.40168585065
2402 294.5 434.5 546.2864 3K 6 193 759.986593733588
2403 302.5 428.5 421.6494 3K 6 193 789.527291993291
2404 315.5 417.5 559.0561 3K 6 193 257.053186879108
2405 273.5 359.5 401.5492 3K 6 193 199.636317190324
2406 317.5 427.5 431.3099 3K 6 193 825.133528487022
2407 274.5 379.5 461.5764 3K 6 193 128.856018251226
2408 304.5 431.5 605.7824 3K 6 193 77.6629046689178
2409 303.5 391.5 406.2799 3K 6 193 1569.53412510004
2410 310.5 411.5 539.7497 3K 6 193 1000.06509154091
2411 301.5 391.5 338.6249 3K 6 193 849.504600060327
2412 289.5 388.5 481.6226 3K 6 193 1287.70320992289
2413 287.5 386.5 474.3306 3K 6 193 180.123338890776
2414 301.5 420.5 420.8927 3K 6 193 20.4030031916063
2415 309.5 422.5 402.5479 3K 6 193 345.36798750653
2416 283.5 393.5 508.4584 3K 6 193 640.882841069422
2417 300.5 427.5 463.7421 3K 6 193 675.454092742885
2418 312.5 407.5 420.6132 3K 6 193 168.475226832551
2419 311.5 407.5 474.3661 3K 6 193 421.356560252254
2420 292.5 375.5 304.886 3K 6 193 818.102336130617
2421 284.5 369.5 371.5651 3K 6 193 471.947652758756
2422 308.5 428.5 512.2075 3K 6 193 253.84575706821
2423 305.5 411.5 507.2441 3K 6 193 159.960812645902
2424 279.5 379.5 452.126 3K 6 193 2161.71201026394
2425 312.5 413.5 601.188 3K 6 193 49.7963085421805
2426 295.5 399.5 548.8729 3K 6 193 251.22487453679
2427 275.5 384.5 548.0394 3K 6 193 502.626022190097
2428 278.5 357.5 569.1212 3K 6 193 602.082988581663
2429 286.5 389.5 456.0114 3K 6 193 1044.68445915371
2430 276.5 359.5 526.1154 3K 6 193 418.848224164988
2431 292.5 385.5 358.2291 3K 6 193 618.31459730946
2432 284.5 386.5 375.8969 3K 6 193 697.174078005118
2433 314.5 427.5 445.2943 3K 6 193 491.100531690165
2434 314.5 414.5 582.7723 3K 6 193 197.598294429053
2435 297.5 395.5 377.8178 3K 6 193 766.767336347311
2436 285.5 378.5 344.1608 3K 6 193 951.195022250504
2437 282.5 361.5 448.4662 3K 6 193 584.410410252843
2438 312.5 413.5 601.188 3K 6 193 46.3366976485289
2439 282.5 382.5 318.8139 3K 6 193 1101.02313318937
2440 279.5 392.5 628.3324 3K 6 193 436.061956953038
2441 272.5 369.5 491.0319 3K 6 193 797.231395044862
2442 314.5 434.5 505.3148 3K 6 193 267.178536673598
2443 273.5 351.5 515.1948 3K 6 193 1019.8051091392
2444 306.5 411.5 439.3516 3K 6 193 491.448334270957
2445 279.5 359.5 560.137 3K 6 193 171.439260426158
2446 295.5 430.5 365.6412 3K 6 193 357.798761031175
2447 312.5 419.5 413.0532 3K 6 193 565.041466218982
2448 301.5 400.5 385.3759 3K 6 193 1959.40877868219
2449 305.5 416.5 566.4307 3K 6 193 107.610628187275
2450 295.5 393.5 334.0903 3K 6 193 1384.87182102038
2451 292.5 390.5 323.2679 3K 6 193 1490.81017156019
2452 308.5 421.5 482.9844 3K 6 193 392.131896783672
2453 315.5 415.5 585.6922 3K 6 193 615.696751330443
2454 283.5 373.5 439.8363 3K 6 193 639.488972815049
2455 274.5 376.5 540.6326 3K 6 193 216.288194892641
2456 303.5 414.5 488.1999 3K 6 193 670.829054246523
2457 274.5 367.5 582.5364 3K 6 193 672.287864515685
2458 284.5 362.5 393.1204 3K 6 193 557.546512731868
2459 305.5 402.5 573.4939 3K 6 193 593.805040155243
2460 284.5 388.5 464.2652 3K 6 193 348.434623192755
2461 287.5 389.5 475.6138 3K 6 193 817.837906437881
2462 277.5 359.5 515.6015 3K 6 193 143.045893275464
2463 298.5 437.5 636.1124 3K 6 193 369.361236945646
2464 317.5 429.5 390.3398 3K 6 193 318.805346037577
2465 297.5 395.5 377.8178 3K 6 193 146.602190398468
2466 273.5 377.5 568.2379 3K 6 193 432.545703901743
2467 270.5 352.5 465.6943 3K 6 193 59.7026483828719
2468 276.5 360.5 560.9847 3K 6 193 124.477671010496
2469 306.5 411.5 439.3516 3K 6 193 549.448407938288
2470 286.5 365.5 385.5998 3K 6 193 516.882919568851
2471 280.5 389.5 547.045 3K 6 193 1053.93353800526
2472 274.5 358.5 485.4787 3K 6 193 295.627888613385
2473 291.5 383.5 363.5227 3K 6 193 1344.54091432376
2474 309.5 430.5 586.4587 3K 6 193 114.746507581101
2475 298.5 422.5 477.2933 3K 6 193 1536.23113676986
2476 313.5 411.5 562.8212 3K 6 193 358.892091583471
2477 279.5 368.5 425.2412 3K 6 193 459.184372921507
2478 300.5 413.5 491.026 3K 6 193 210.615824365808
2479 301.5 429.5 491.427 3K 6 193 726.365419472526
2480 297.5 425.5 509.8079 3K 6 193 423.091755721519
2481 282.5 393.5 501.4536 3K 6 193 311.822795696797
2482 303.5 430.5 570.8097 3K 6 193 174.794688879869
2483 297.5 398.5 506.2487 3K 6 193 406.489970384271
2484 281.5 387.5 445.6833 3K 6 193 768.975607795132
2485 287.5 388.5 497.8815 3K 6 193 932.263469063933
2486 284.5 360.5 429.7931 3K 6 193 209.206177497187
2487 286.5 373.5 429.8396 3K 6 193 437.299325894559
2488 302.5 390.5 271.5956 3K 6 193 1345.16516638928
2489 313.5 417.5 504.9323 3K 6 193 993.939734306881
2490 280.5 391.5 553.2746 3K 6 193 184.966310855481
1991 309.5 377.5 398.0296 3K 6 194 133.754396648282
1992 305.5 367.5 310.6755 3K 6 194 920.163872604148
1993 305.5 376.5 318.5164 3K 6 194 723.011047413968
1994 293.5 342.5 518.8026 3K 6 194 693.981104247292
1995 320.5 371.5 388.6413 3K 6 194 379.63091631241
1996 302.5 382.5 380.9492 3K 6 194 1296.83296917124
1997 294.5 371.5 401.8675 3K 6 194 365.226013887539
1998 298.5 355.5 386.0405 3K 6 194 1287.38880804072
1999 305.5 361.5 447.0802 3K 6 194 661.518251224134
2000 314.5 399.5 520.2241 3K 6 194 287.796796046729
2001 318.5 361.5 397.3538 3K 6 194 1049.64857352365
2002 308.5 342.5 492.3106 3K 6 194 206.486521354387
2003 317.5 370.5 300.775 3K 6 194 1169.6470007495
2004 298.5 339.5 504.2052 3K 6 194 257.457460202857
2005 307.5 362.5 407.1557 3K 6 194 379.11007646945
2006 290.5 358.5 435.1966 3K 6 194 2334.60387820606
2007 296.5 347.5 478.2125 3K 6 194 557.735130097397
2008 300.5 358.5 399.5117 3K 6 194 2746.35599497366
2009 313.5 376.5 405.496 3K 6 194 95.4559063629558
2010 321.5 408.5 554.7598 3K 6 194 249.666232078215
2011 302.5 324.5 456.1905 3K 6 194 471.390699634042
2012 309.5 365.5 376.1266 3K 6 194 2168.311278366
2013 303.5 366.5 310.1504 3K 6 194 2783.49840257278
2014 285.5 358.5 365.0464 3K 6 194 702.997542009886
2015 300.5 322.5 545.7593 3K 6 194 198.577928452611
2016 312.5 366.5 304.9864 3K 6 194 1045.58531514288
2017 306.5 335.5 575.862 3K 6 194 924.481709173515
2018 314.5 397.5 441.3554 3K 6 194 814.547296758015
2019 302.5 372.5 333.0746 3K 6 194 917.785444710243
2020 299.5 381.5 368.2869 3K 6 194 362.273682088764
2021 288.5 362.5 441.0644 3K 6 194 255.703802208562
2022 318.5 390.5 315.3891 3K 6 194 1560.47258541344
2023 304.5 349.5 485.2742 3K 6 194 272.485907074212
2024 301.5 360.5 403.2315 3K 6 194 839.592636703953
2025 309.5 352.5 499.2118 3K 6 194 584.798226682837
2026 294.5 337.5 548.0315 3K 6 194 649.751717379809
2027 296.5 352.5 597.4803 3K 6 194 89.4143631346248
2028 305.5 365.5 364.4579 3K 6 194 1426.22332818241
2029 288.5 355.5 411.6096 3K 6 194 598.341926008361
2030 306.5 363.5 398.4892 3K 6 194 1284.43382411433
2031 320.5 396.5 430.4305 3K 6 194 1774.96904693428
2032 280.5 352.5 530.404 3K 6 194 467.670424985094
2033 295.5 338.5 564.4095 3K 6 194 258.581230296907
2034 314.5 400.5 417.1702 3K 6 194 52.9199712105441
2035 305.5 330.5 492.0383 3K 6 194 195.107292548493
2036 285.5 358.5 365.0464 3K 6 194 1197.56820548999
2037 297.5 342.5 439.4321 3K 6 194 368.688483575764
2038 294.5 355.5 453.0173 3K 6 194 723.737029992671
2039 302.5 370.5 273.9144 3K 6 194 931.887032342621
2040 308.5 384.5 382.1247 3K 6 194 218.751646938751
2041 304.5 349.5 485.2742 3K 6 194 585.647335837364
2042 314.5 355.5 557.1556 3K 6 194 422.989186837988
2043 303.5 343.5 488.9636 3K 6 194 385.800510194259
2044 302.5 354.5 453.483 3K 6 194 567.566774010504
2045 301.5 370.5 317.2104 3K 6 194 1036.48492325196
2046 320.5 368.5 302.1562 3K 6 194 913.113155596511
2047 320.5 379.5 327.8274 3K 6 194 313.709657342484
2048 309.5 368.5 377.4441 3K 6 194 632.159539882673
2049 319.5 384.5 272.9237 3K 6 194 225.46999961333
2050 292.5 347.5 531.2754 3K 6 194 391.012441639076
2051 309.5 343.5 570.247 3K 6 194 254.178710822533
2052 318.5 385.5 334.0543 3K 6 194 968.0775792133
2053 313.5 376.5 405.496 3K 6 194 230.330223364528
2054 309.5 351.5 485.807 3K 6 194 658.408239374992
2055 291.5 362.5 521.6515 3K 6 194 257.433451630994
2056 310.5 391.5 355.3856 3K 6 194 875.169576964435
2057 303.5 337.5 527.9131 3K 6 194 585.892385517138
2058 304.5 368.5 327.0641 3K 6 194 2309.731146583
2059 321.5 375.5 377.4756 3K 6 194 447.131704106534
2060 309.5 360.5 548.1272 3K 6 194 1130.35588011185
2061 299.5 371.5 402.9969 3K 6 194 118.610484593239
2062 304.5 335.5 562.211 3K 6 194 466.400404875211
2063 303.5 325.5 602.0615 3K 6 194 310.076931595956
2064 287.5 353.5 461.3658 3K 6 194 576.855217983839
2065 289.5 349.5 526.8874 3K 6 194 1119.46469826989
2066 313.5 398.5 479.5904 3K 6 194 530.944918576195
2067 317.5 364.5 329.9802 3K 6 194 747.884814579859
2068 303.5 367.5 314.0704 3K 6 194 768.379628537575
2069 310.5 349.5 520.3648 3K 6 194 157.812438218851
2070 292.5 352.5 576.3192 3K 6 194 537.733303059328
2071 305.5 338.5 504.2383 3K 6 194 1451.22276525965
2072 314.5 380.5 311.0006 3K 6 194 471.037848470792
2073 308.5 374.5 376.2223 3K 6 194 201.638115009887
2074 320.5 370.5 308.6604 3K 6 194 259.894546514163
2075 317.5 405.5 565.4444 3K 6 194 61.8076949862602
2076 294.5 362.5 498.0877 3K 6 194 2110.86575845258
2077 315.5 351.5 486.5967 3K 6 194 385.864782379301
2078 299.5 369.5 298.8913 3K 6 194 1329.3953648295
2079 300.5 331.5 473.2297 3K 6 194 108.44036441812
2080 302.5 344.5 545.6528 3K 6 194 225.386754122035
2081 304.5 350.5 416.4884 3K 6 194 1212.3960794414
2082 297.5 355.5 433.3031 3K 6 194 933.907206403757
2083 292.5 358.5 470.407 3K 6 194 809.040482611872
2084 321.5 397.5 528.7367 3K 6 194 2495.73072117103
2085 318.5 400.5 612.6206 3K 6 194 781.948292465284
