year lat long depth NAFO sfa stratum biomass
2405 457.5 481.5 616.5936 3K 6 217 202.594913823396
2406 385.5 379.5 538.9864 3K 6 217 694.490057382377
2406 313.5 333.5 599.1166 3K 6 217 167.20106812614
2406 308.5 321.5 529.442 3K 6 217 668.561325896013
2407 333.5 352.5 589.6757 3K 6 217 1121.25031559305
2407 389.5 383.5 582.7579 3K 6 217 549.444553469909
2407 465.5 477.5 696.0217 3K 6 217 237.633509099501
2408 344.5 331.5 567.9622 3K 6 217 205.784309418328
2408 360.5 281.5 529.1752 3K 6 217 93.2186167428804
2408 376.5 282.5 646.7135 3K 6 217 212.389943899111
2409 320.5 330.5 801.6113 3K 6 217 669.084891487587
2409 357.5 283.5 669.7489 3K 6 217 99.4460737041471
2409 361.5 372.5 649.0947 3K 6 217 634.090644782694
2410 434.5 421.5 674.0498 3K 6 217 92.2396245662094
2410 366.5 290.5 557.8502 3K 6 217 328.672215756082
2410 428.5 442.5 547.6056 3K 6 217 201.913499651058
2411 407.5 410.5 559.5782 3K 6 217 120.310782955031
2411 361.5 315.5 606.7536 3K 6 217 373.277185485415
2411 444.5 485.5 617.8995 3K 6 217 156.886508153213
2412 374.5 326.5 516.9626 3K 6 217 1456.3091218604
2412 384.5 383.5 577.6163 3K 6 217 612.583338571258
2412 313.5 319.5 539.7922 3K 6 217 315.253627521916
2413 383.5 382.5 514.2872 3K 6 217 76.6493645693843
2413 330.5 354.5 560.7277 3K 6 217 757.679344318372
2413 372.5 372.5 601.9512 3K 6 217 352.281471094112
2414 379.5 279.5 583.5048 3K 6 217 165.814219852328
2414 319.5 319.5 710.0314 3K 6 217 719.410096824505
2414 320.5 325.5 672.334 3K 6 217 343.077001941079
2415 364.5 374.5 543.1644 3K 6 217 532.890972737403
2415 359.5 283.5 627.3839 3K 6 217 378.155063206558
2415 433.5 486.5 542.7803 3K 6 217 360.125736121378
2416 427.5 443.5 627.789 3K 6 217 194.816686826563
2416 350.5 368.5 561.4081 3K 6 217 287.02020035019
2416 369.5 375.5 643.3373 3K 6 217 376.531337478483
2417 450.5 474.5 551.1941 3K 6 217 232.266594171818
2417 359.5 330.5 623.5467 3K 6 217 23.6206488910101
2417 389.5 386.5 607.1016 3K 6 217 276.20136414366
2418 372.5 289.5 611.5849 3K 6 217 1038.7599538927
2418 364.5 319.5 690.2385 3K 6 217 308.152103661801
2418 363.5 298.5 612.9371 3K 6 217 440.486429321861
2419 353.5 327.5 559.2547 3K 6 217 236.001965097885
2419 327.5 326.5 705.5072 3K 6 217 29.9450369300293
2419 355.5 366.5 661.0245 3K 6 217 85.1912202132557
2420 395.5 380.5 636.2977 3K 6 217 219.251026225957
2420 470.5 474.5 660.8294 3K 6 217 726.773873342422
2420 322.5 315.5 547.6735 3K 6 217 732.809142980434
2421 370.5 285.5 647.7035 3K 6 217 292.025444218084
2421 447.5 482.5 641.5923 3K 6 217 279.376210245474
2421 379.5 367.5 622.2435 3K 6 217 809.055616415523
2422 338.5 359.5 614.0554 3K 6 217 14.7144017062012
2422 362.5 301.5 690.8564 3K 6 217 36.7189481792406
2422 362.5 328.5 591.3038 3K 6 217 837.425144594579
2423 429.5 436.5 611.8237 3K 6 217 129.123664164276
2423 399.5 394.5 700.6752 3K 6 217 192.712915944112
2423 447.5 451.5 631.8326 3K 6 217 440.70042259438
2424 444.5 480.5 640.9355 3K 6 217 246.603297593356
2424 459.5 470.5 621.9193 3K 6 217 166.342441369638
2424 434.5 480.5 750.125 3K 6 217 535.081161389194
2425 356.5 321.5 558.8085 3K 6 217 907.950618054461
2425 365.5 288.5 537.6226 3K 6 217 794.720734397293
2425 401.5 397.5 620.2869 3K 6 217 198.132351995535
2426 335.5 355.5 576.9194 3K 6 217 238.548307994896
2426 353.5 304.5 688.2475 3K 6 217 202.560984127481
2426 338.5 330.5 678.4955 3K 6 217 554.808174077048
2427 380.5 278.5 589.8084 3K 6 217 69.2973191280745
2427 318.5 327.5 725.8726 3K 6 217 242.999167480595
2427 337.5 332.5 659.0101 3K 6 217 276.133897251499
2428 379.5 385.5 641.7032 3K 6 217 174.155089928812
2428 390.5 379.5 594.8837 3K 6 217 895.1675358484
2428 348.5 313.5 542.5557 3K 6 217 111.603490398879
2429 360.5 298.5 604.2567 3K 6 217 1058.36090254539
2429 432.5 428.5 614.3607 3K 6 217 499.721471410338
2429 321.5 315.5 580.9573 3K 6 217 236.795277115775
2430 363.5 284.5 530.1508 3K 6 217 1144.72615536724
2430 355.5 327.5 590.1417 3K 6 217 373.113466943026
2430 355.5 333.5 589.7621 3K 6 217 256.52574209272
2431 391.5 379.5 634.7939 3K 6 217 0.121979059247177
2431 334.5 331.5 614.8483 3K 6 217 96.4164073602661
2431 359.5 314.5 595.2439 3K 6 217 905.314052397802
2432 358.5 319.5 569.9472 3K 6 217 412.874955356266
2432 334.5 347.5 567.322 3K 6 217 354.610581833577
2432 358.5 318.5 628.0663 3K 6 217 439.717086419943
2433 324.5 317.5 554.3069 3K 6 217 1335.79860801834
2433 379.5 370.5 424.7162 3K 6 217 735.405524334793
2433 370.5 280.5 532.1493 3K 6 217 1025.39382090646
2434 355.5 367.5 641.2185 3K 6 217 1152.48925998515
2434 434.5 457.5 516.1068 3K 6 217 67.4612822282908
2434 310.5 321.5 634.7565 3K 6 217 273.894292037401
2435 327.5 321.5 635.2977 3K 6 217 187.157953749319
2435 356.5 278.5 571.1661 3K 6 217 16.2998526966839
2435 313.5 320.5 601.4106 3K 6 217 233.02035221781
2436 319.5 327.5 713.216 3K 6 217 91.9274557071933
2436 357.5 301.5 604.6125 3K 6 217 400.647617299061
2436 322.5 315.5 547.6735 3K 6 217 1068.48234347802
2437 374.5 371.5 627.7867 3K 6 217 563.632989211221
2437 318.5 326.5 747.4473 3K 6 217 60.2129939825958
2437 380.5 384.5 600.4418 3K 6 217 596.410741838166
2438 378.5 282.5 633.7515 3K 6 217 258.611605557804
2438 326.5 333.5 661.5552 3K 6 217 529.15925584166
2438 355.5 366.5 661.0245 3K 6 217 461.228574967696
2439 370.5 321.5 549.0381 3K 6 217 866.956170926774
2439 316.5 332.5 732.377 3K 6 217 118.58835811175
2439 363.5 329.5 707.1064 3K 6 217 139.639516228171
2440 358.5 281.5 571.5507 3K 6 217 342.833123680405
2440 360.5 282.5 600.6738 3K 6 217 132.575770847173
2440 363.5 282.5 488.5694 3K 6 217 117.217229218894
2441 373.5 289.5 647.6005 3K 6 217 457.758524322071
2441 460.5 452.5 590.026 3K 6 217 190.978168256041
2441 333.5 330.5 572.3887 3K 6 217 133.137104927988
2442 335.5 333.5 571.4358 3K 6 217 502.435665902002
2442 347.5 330.5 573.5767 3K 6 217 97.4543233458972
2442 331.5 346.5 574.9362 3K 6 217 611.765708188615
2443 313.5 326.5 753.555 3K 6 217 385.557983847784
2443 359.5 279.5 534.48 3K 6 217 228.042863127378
2443 315.5 331.5 682.6158 3K 6 217 391.556517744204
2444 379.5 382.5 604.7005 3K 6 217 359.471724106942
2444 360.5 282.5 600.6738 3K 6 217 427.672985426804
2444 318.5 333.5 782.8343 3K 6 217 134.426406930773
2445 402.5 404.5 585.4467 3K 6 217 162.491332705964
2445 446.5 451.5 611.0783 3K 6 217 123.193229107162
2445 361.5 313.5 580.1813 3K 6 217 628.323845575751
2446 331.5 344.5 538.98 3K 6 217 183.503112902935
2446 430.5 448.5 536.4084 3K 6 217 1369.51182472171
2446 372.5 378.5 532.651 3K 6 217 1458.22477423228
2447 461.5 467.5 675.04 3K 6 217 170.226795047526
2447 364.5 279.5 663.71 3K 6 217 203.80973482212
2447 434.5 452.5 520.6223 3K 6 217 202.572416765084
2448 406.5 408.5 636.9503 3K 6 217 655.095705309749
2448 320.5 344.5 646.0647 3K 6 217 203.765195264897
2448 338.5 334.5 575.7603 3K 6 217 972.482891956539
2449 351.5 309.5 610.7788 3K 6 217 392.345656860352
2449 398.5 398.5 540.3208 3K 6 217 1112.92336834965
2449 469.5 475.5 629.2584 3K 6 217 288.966759985155
2450 438.5 477.5 694.5054 3K 6 217 345.000507660813
2450 380.5 274.5 553.7127 3K 6 217 527.576219200471
2450 320.5 331.5 787.454 3K 6 217 226.043128187072
2451 398.5 389.5 581.0437 3K 6 217 76.4138916962523
2451 372.5 328.5 548.5332 3K 6 217 537.371869809076
2451 361.5 299.5 595.6026 3K 6 217 849.451635436124
2452 399.5 393.5 675.6219 3K 6 217 488.621984516975
2452 399.5 399.5 572.378 3K 6 217 207.198381078601
2452 393.5 375.5 631.9542 3K 6 217 230.279401515719
2453 366.5 293.5 570.547 3K 6 217 335.37118607078
2453 312.5 331.5 580.8327 3K 6 217 265.253006478655
2453 368.5 321.5 601.313 3K 6 217 185.838845536417
2454 351.5 366.5 634.3037 3K 6 217 589.298462067065
2454 457.5 466.5 651.7447 3K 6 217 497.621505327186
2454 441.5 473.5 606.4762 3K 6 217 87.8581775467944
2455 336.5 344.5 657.2323 3K 6 217 383.708357663785
2455 373.5 321.5 758.1577 3K 6 217 161.803301996609
2455 362.5 283.5 560.1224 3K 6 217 2422.43461999082
2456 372.5 375.5 606.8643 3K 6 217 287.614523843324
2456 331.5 344.5 538.98 3K 6 217 426.228711673773
2456 349.5 311.5 565.8924 3K 6 217 184.779950868279
2457 363.5 286.5 573.7997 3K 6 217 1159.36684186411
2457 388.5 369.5 643.4619 3K 6 217 115.184078852141
2457 449.5 474.5 624.8132 3K 6 217 290.541778731607
2458 438.5 458.5 564.4528 3K 6 217 425.23682013806
2458 349.5 330.5 526.7952 3K 6 217 263.761895422874
2458 318.5 333.5 782.8343 3K 6 217 363.363908142973
2459 336.5 326.5 566.3453 3K 6 217 479.658532256217
2459 331.5 326.5 635.5928 3K 6 217 86.5887725493891
2459 404.5 410.5 503.1263 3K 6 217 732.898677903935
2460 377.5 371.5 511.161 3K 6 217 1336.47488505119
2460 346.5 334.5 538.7714 3K 6 217 367.756176396174
2460 316.5 317.5 540.3049 3K 6 217 282.72969269977
2461 363.5 314.5 672.0146 3K 6 217 158.314752158769
2461 400.5 398.5 541.6549 3K 6 217 261.221550424047
2461 449.5 453.5 545.0776 3K 6 217 908.571356707875
2462 390.5 381.5 649.2706 3K 6 217 259.067303772519
2462 355.5 327.5 590.1417 3K 6 217 126.289145360172
2462 310.5 326.5 645.4714 3K 6 217 78.5586750302877
2463 447.5 483.5 591.8536 3K 6 217 499.300936391046
2463 441.5 470.5 642.1594 3K 6 217 126.808406329526
2463 466.5 476.5 683.2403 3K 6 217 386.632747861104
2464 331.5 328.5 660.7084 3K 6 217 289.601555493345
2464 388.5 386.5 589.1788 3K 6 217 942.680740250085
2464 447.5 471.5 563.9885 3K 6 217 554.770420882387
2465 375.5 282.5 607.0508 3K 6 217 1190.19240302486
2465 364.5 322.5 576.813 3K 6 217 98.6445426328863
2465 323.5 319.5 610.035 3K 6 217 787.819169113283
2466 434.5 484.5 537.7165 3K 6 217 731.64890043897
2466 431.5 446.5 589.9218 3K 6 217 168.166311476628
2466 403.5 407.5 568.2728 3K 6 217 143.159191877594
2467 414.5 414.5 581.6127 3K 6 217 649.484645721272
2467 437.5 456.5 613.0637 3K 6 217 338.338948332304
2467 457.5 469.5 586.0663 3K 6 217 242.20637455365
2468 459.5 469.5 610.5768 3K 6 217 332.322279230653
2468 434.5 484.5 537.7165 3K 6 217 368.784259240727
2468 386.5 372.5 508.3977 3K 6 217 1243.64234202983
2469 403.5 401.5 654.4019 3K 6 217 463.48432985305
2469 322.5 329.5 724.329 3K 6 217 297.379134997643
2469 430.5 482.5 661.8621 3K 6 217 894.861596047229
2470 435.5 455.5 679.8757 3K 6 217 320.008198882689
2470 343.5 331.5 536.9948 3K 6 217 256.403302174805
2470 318.5 321.5 591.5288 3K 6 217 191.682034225486
2471 457.5 465.5 616.0857 3K 6 217 231.760030814315
2471 464.5 481.5 641.6101 3K 6 217 614.159128332824
2471 382.5 368.5 608.9927 3K 6 217 316.099216689388
2472 335.5 335.5 553.9077 3K 6 217 589.348234491816
2472 319.5 344.5 553.7834 3K 6 217 458.518589385609
2472 359.5 318.5 568.1098 3K 6 217 449.041207168189
2473 376.5 382.5 505.6278 3K 6 217 732.19197517537
2473 321.5 339.5 647.6925 3K 6 217 968.507456451708
2473 354.5 328.5 586.3208 3K 6 217 123.031199015508
2474 307.5 336.5 609.3251 3K 6 217 504.271533845295
2474 389.5 373.5 654.2335 3K 6 217 435.963396952566
2474 319.5 323.5 612.7994 3K 6 217 169.462616756671
2475 447.5 473.5 550.1711 3K 6 217 130.064067152688
2475 318.5 321.5 591.5288 3K 6 217 99.9732989167109
2475 362.5 327.5 595.2607 3K 6 217 572.200811489747
2476 307.5 327.5 631.9653 3K 6 217 305.827577075404
2476 361.5 285.5 559.999 3K 6 217 141.27311819691
2476 362.5 294.5 599.8455 3K 6 217 195.526556103016
2477 358.5 328.5 591.4696 3K 6 217 264.716648333716
2477 390.5 381.5 649.2706 3K 6 217 566.903588658924
2477 360.5 320.5 532.5566 3K 6 217 978.273409025315
2478 322.5 316.5 613.564 3K 6 217 524.405995032652
2478 310.5 339.5 582.5664 3K 6 217 744.860999908481
2478 347.5 364.5 539.0595 3K 6 217 315.306684597872
2479 359.5 314.5 595.2439 3K 6 217 107.329424951779
2479 393.5 388.5 581.0906 3K 6 217 251.239969241971
2479 439.5 476.5 646.749 3K 6 217 548.879949229019
2480 461.5 482.5 627.5256 3K 6 217 454.830516246116
2480 454.5 479.5 583.3602 3K 6 217 377.3482231313
2480 440.5 473.5 579.2128 3K 6 217 36.1921026037717
2481 451.5 455.5 580.8897 3K 6 217 1002.71438011558
2481 348.5 316.5 618.5098 3K 6 217 272.445351016437
2481 461.5 466.5 661.2896 3K 6 217 677.780480663398
2482 322.5 334.5 634.0632 3K 6 217 67.2672794674278
2482 370.5 285.5 647.7035 3K 6 217 93.6743065579679
2482 346.5 332.5 522.3275 3K 6 217 661.626734866022
2483 412.5 411.5 621.8682 3K 6 217 91.4805615638376
2483 359.5 369.5 593.0987 3K 6 217 361.735723294364
2483 472.5 475.5 639.4517 3K 6 217 387.929144580754
2484 371.5 372.5 610.6633 3K 6 217 553.788197443508
2484 412.5 413.5 602.3343 3K 6 217 1237.32755640782
2484 445.5 455.5 570.71 3K 6 217 509.317219051806
2485 461.5 474.5 608.6659 3K 6 217 324.983453965827
2485 323.5 317.5 567.5219 3K 6 217 610.173177918597
2485 357.5 314.5 688.9652 3K 6 217 1167.8775383024
2486 309.5 328.5 598.3582 3K 6 217 271.25418768066
2486 379.5 383.5 627.2293 3K 6 217 293.928898334493
2486 325.5 319.5 555.9913 3K 6 217 729.572364415232
2487 461.5 451.5 636.9566 3K 6 217 353.412976593092
2487 389.5 384.5 567.9454 3K 6 217 540.819813470288
2487 332.5 344.5 621.0197 3K 6 217 483.044981218498
2488 350.5 367.5 586.6016 3K 6 217 280.58256959098
2488 417.5 414.5 550.7082 3K 6 217 631.831458294322
2488 431.5 477.5 668.626 3K 6 217 308.704211095958
2489 441.5 458.5 622.8923 3K 6 217 790.372891725381
2489 370.5 284.5 611.0155 3K 6 217 288.666432607197
2489 348.5 329.5 584.5074 3K 6 217 354.219477496856
2490 367.5 330.5 617.0263 3K 6 217 418.761068263509
2490 364.5 329.5 670.1333 3K 6 217 364.676631771531
2490 336.5 357.5 600.4502 3K 6 217 308.994357935559
1991 333.5 448.5 580.6281 3K 6 220 1060.84850700275
1991 320.5 416.5 613.1399 3K 6 220 286.329616229728
1992 349.5 467.5 672.6417 3K 6 220 174.07960858339
1992 333.5 467.5 686.6319 3K 6 220 872.386808427851
1993 347.5 471.5 633.3747 3K 6 220 294.978165195328
1993 340.5 481.5 710.781 3K 6 220 175.2752835083
1994 369.5 442.5 518.0768 3K 6 220 221.179031822683
1994 350.5 480.5 649.3243 3K 6 220 37.9954128968334
1995 351.5 433.5 580.829 3K 6 220 725.697900030241
1995 342.5 484.5 784.134 3K 6 220 150.340902200036
1996 336.5 392.5 673.7279 3K 6 220 392.008925876056
1996 349.5 435.5 596.3362 3K 6 220 31.9156161265113
1997 343.5 403.5 646.2235 3K 6 220 354.840155330588
1997 335.5 391.5 648.8962 3K 6 220 318.704796545112
1998 331.5 411.5 518.5267 3K 6 220 363.757338664857
1998 350.5 431.5 653.6159 3K 6 220 885.565332322486
1999 346.5 429.5 524.1434 3K 6 220 870.467542697227
1999 320.5 410.5 537.6833 3K 6 220 1071.78809035193
2000 345.5 471.5 648.6 3K 6 220 357.721398848751
2000 345.5 426.5 576.1108 3K 6 220 1009.75772684107
2001 366.5 441.5 546.6874 3K 6 220 514.584555032044
2001 354.5 468.5 676.5617 3K 6 220 486.51077802448
2002 344.5 475.5 630.2121 3K 6 220 194.84583483843
2002 355.5 425.5 546.2361 3K 6 220 278.362330051064
2003 337.5 443.5 496.2878 3K 6 220 1344.04423929177
2003 320.5 416.5 613.1399 3K 6 220 920.622062997175
2004 342.5 472.5 629.4984 3K 6 220 422.296725459907
2004 345.5 484.5 658.6397 3K 6 220 208.378407262841
2005 365.5 450.5 618.8308 3K 6 220 87.9501773033302
2005 337.5 406.5 611.5543 3K 6 220 738.174292465308
2006 356.5 424.5 561.0963 3K 6 220 1021.13748168286
2006 337.5 398.5 724.9109 3K 6 220 102.972982788669
2007 337.5 454.5 623.9046 3K 6 220 276.526283324697
2007 374.5 443.5 626.7914 3K 6 220 447.98232219493
2008 337.5 418.5 550.6937 3K 6 220 251.915537759031
2008 340.5 476.5 562.8347 3K 6 220 844.93161996625
2009 350.5 474.5 610.9307 3K 6 220 778.968238530635
2009 364.5 461.5 576.5923 3K 6 220 900.204390923926
2010 345.5 430.5 456.6901 3K 6 220 375.014269261833
2010 333.5 395.5 637.6191 3K 6 220 543.372228853758
2011 330.5 410.5 586.4055 3K 6 220 385.850361812259
2011 347.5 426.5 607.7794 3K 6 220 627.858327226723
2012 345.5 443.5 595.3215 3K 6 220 276.678093276167
2012 345.5 461.5 651.6986 3K 6 220 1114.33726768703
2013 332.5 452.5 593.4813 3K 6 220 963.297466625013
2013 349.5 453.5 614.012 3K 6 220 435.215517119389
2014 333.5 417.5 618.4403 3K 6 220 141.118417015564
2014 339.5 456.5 679.5871 3K 6 220 544.35296786943
2015 355.5 462.5 655.0908 3K 6 220 970.883709293101
2015 350.5 449.5 592.7707 3K 6 220 161.61947018498
2016 338.5 391.5 621.2055 3K 6 220 1349.23907925088
2016 326.5 410.5 599.0669 3K 6 220 1064.44376071089
2017 373.5 429.5 598.3076 3K 6 220 358.010041059039
2017 346.5 478.5 670.7824 3K 6 220 638.882216480499
2018 380.5 445.5 586.8282 3K 6 220 365.803925852346
2018 340.5 453.5 649.7076 3K 6 220 500.318147838938
2019 350.5 426.5 595.2949 3K 6 220 613.434001085958
2019 346.5 480.5 604.5435 3K 6 220 290.300823263459
2020 339.5 397.5 611.9684 3K 6 220 379.186130581651
2020 337.5 490.5 666.0821 3K 6 220 347.061912240254
2021 338.5 395.5 629.455 3K 6 220 330.695130712163
2021 335.5 456.5 662.0567 3K 6 220 1727.94051076928
2022 349.5 471.5 611.9493 3K 6 220 508.021335954205
2022 345.5 488.5 647.885 3K 6 220 599.737022239676
2023 366.5 463.5 656.5772 3K 6 220 567.683284780607
2023 335.5 454.5 662.9139 3K 6 220 16.9347124904672
2024 346.5 454.5 670.9327 3K 6 220 404.842890161171
2024 323.5 412.5 587.9149 3K 6 220 336.867417672166
2025 336.5 448.5 616.1704 3K 6 220 2073.42397858476
2025 339.5 445.5 576.34 3K 6 220 431.012233594357
2026 367.5 455.5 556.4035 3K 6 220 468.252934209975
2026 371.5 444.5 581.3155 3K 6 220 282.467583487596
2027 344.5 470.5 557.8224 3K 6 220 115.16362175198
2027 360.5 458.5 677.5114 3K 6 220 552.758028630563
2028 340.5 394.5 632.186 3K 6 220 148.823434272025
2028 354.5 463.5 631.731 3K 6 220 551.85239378016
2029 345.5 452.5 668.1619 3K 6 220 364.730507457647
2029 345.5 423.5 565.8717 3K 6 220 565.446774673844
2030 353.5 472.5 551.1034 3K 6 220 1077.77823595144
2030 366.5 456.5 648.8333 3K 6 220 259.591201102928
2031 348.5 454.5 590.7579 3K 6 220 591.714423603912
2031 326.5 417.5 652.5391 3K 6 220 165.995603189296
2032 340.5 496.5 572.7819 3K 6 220 248.002410508048
2032 374.5 438.5 649.739 3K 6 220 495.535994774989
2033 332.5 457.5 681.7993 3K 6 220 126.384426543776
2033 338.5 467.5 640.3183 3K 6 220 743.633026936258
2034 340.5 436.5 652.2057 3K 6 220 269.900066781023
2034 353.5 455.5 577.5156 3K 6 220 245.964197048694
2035 354.5 465.5 745.1584 3K 6 220 104.014841263906
2035 340.5 466.5 629.6901 3K 6 220 917.99779837425
2036 336.5 452.5 613.4289 3K 6 220 623.729465094843
2036 333.5 452.5 618.7969 3K 6 220 212.568259380084
2037 359.5 434.5 535.0678 3K 6 220 1023.54840442254
2037 347.5 443.5 616.5652 3K 6 220 346.902653143576
2038 358.5 448.5 545.1352 3K 6 220 1421.30547288865
2038 336.5 415.5 589.6946 3K 6 220 352.481642892315
2039 368.5 450.5 559.487 3K 6 220 58.642966932838
2039 344.5 405.5 605.5176 3K 6 220 311.053046863378
2040 336.5 398.5 671.0812 3K 6 220 25.0176950798869
2040 344.5 479.5 653.6745 3K 6 220 1411.60252199341
2041 355.5 425.5 546.2361 3K 6 220 838.141098020726
2041 378.5 432.5 566.1496 3K 6 220 1081.7880549814
2042 363.5 443.5 634.2179 3K 6 220 745.813071321797
2042 351.5 460.5 661.5199 3K 6 220 123.574991341459
2043 330.5 415.5 645.5946 3K 6 220 760.683945873781
2043 335.5 412.5 574.9356 3K 6 220 462.941482113892
2044 367.5 451.5 580.5145 3K 6 220 196.955470746585
2044 331.5 410.5 571.6522 3K 6 220 202.769725848327
2045 357.5 453.5 630.0135 3K 6 220 378.36025895269
2045 361.5 459.5 706.1049 3K 6 220 32.640315836581
2046 339.5 474.5 585.6371 3K 6 220 228.446573659345
2046 345.5 455.5 677.0039 3K 6 220 14.8375711146007
2047 339.5 393.5 638.7689 3K 6 220 32.6388021914507
2047 353.5 451.5 543.8443 3K 6 220 889.428307500658
2048 339.5 391.5 602.5285 3K 6 220 439.737754961152
2048 343.5 410.5 568.4625 3K 6 220 176.826293225607
2049 339.5 402.5 725.1774 3K 6 220 21.7781022373933
2049 368.5 455.5 583.7655 3K 6 220 177.198825294724
2050 342.5 488.5 602.3413 3K 6 220 379.033806025361
2050 335.5 472.5 556.482 3K 6 220 1582.488126632
2051 335.5 464.5 671.7724 3K 6 220 197.137120422869
2051 322.5 416.5 569.8167 3K 6 220 458.95974137682
2052 381.5 430.5 648.7257 3K 6 220 212.403243757741
2052 344.5 406.5 555.8361 3K 6 220 141.440257183853
2053 353.5 430.5 671.0376 3K 6 220 80.5356235477975
2053 335.5 478.5 633.7729 3K 6 220 839.182119832493
2054 359.5 448.5 573.023 3K 6 220 457.714425838126
2054 361.5 447.5 652.7993 3K 6 220 506.050790036842
2055 341.5 415.5 528.3804 3K 6 220 624.002572897575
2055 338.5 416.5 581.176 3K 6 220 531.810896455924
2056 366.5 462.5 501.9895 3K 6 220 443.438454536963
2056 326.5 415.5 673.2273 3K 6 220 338.896138795405
2057 358.5 455.5 644.5397 3K 6 220 190.840069177967
2057 361.5 459.5 706.1049 3K 6 220 500.217506746144
2058 345.5 469.5 632.5965 3K 6 220 687.747140991956
2058 337.5 405.5 752.5829 3K 6 220 28.055822010779
2059 353.5 433.5 628.1568 3K 6 220 542.521477501106
2059 349.5 467.5 672.6417 3K 6 220 91.9136146386894
2060 364.5 451.5 616.3298 3K 6 220 141.201579182665
2060 347.5 446.5 604.8571 3K 6 220 316.48712974488
2061 357.5 427.5 584.6921 3K 6 220 924.630733931922
2061 361.5 464.5 713.1352 3K 6 220 103.121364458202
2062 331.5 460.5 666.5066 3K 6 220 201.099276325575
2062 365.5 452.5 646.639 3K 6 220 229.12690002096
2063 355.5 451.5 608.9514 3K 6 220 115.448584048632
2063 349.5 431.5 638.225 3K 6 220 297.588583675059
2064 338.5 396.5 635.1975 3K 6 220 81.5087130861232
2064 366.5 459.5 615.5564 3K 6 220 183.315351385153
2065 339.5 402.5 725.1774 3K 6 220 100.984051218747
2065 339.5 415.5 567.5511 3K 6 220 225.764978101407
